feature_name,importance,absolute_importance,direction,odds_ratio,feature_group,is_geo_feature,is_temporal_feature,is_behavioral_feature,is_risk_feature
mcc_5932,3.972362937716405,3.972362937716405,positive,53.10987802145225,risk,False,False,False,True
merchant_city_Mckinney,3.6957917557781275,3.6957917557781275,positive,40.277449870458256,geographic,True,False,False,False
merchant_city_Abilene,3.667954915526997,3.667954915526997,positive,39.171714424173445,geographic,True,False,False,False
mcc_5655,3.6539576290699607,3.6539576290699607,positive,38.62723621476639,risk,False,False,False,True
"mcc_description_Sports Apparel, Riding Apparel Stores",3.6539576290699607,3.6539576290699607,positive,38.62723621476639,risk,False,False,False,True
mcc_description_Service Stations,-3.6469058082086003,3.6469058082086003,negative,0.02607167486432769,risk,False,False,False,True
mcc_5541,-3.6469058082086003,3.6469058082086003,negative,0.02607167486432769,risk,False,False,False,True
merchant_state_LA,-3.5951374934114466,3.5951374934114466,negative,0.027456907772558072,geographic,True,False,False,False
"mcc_description_Detective Agencies, Security Services",-3.5070658514651676,3.5070658514651676,negative,0.029984765245250407,risk,False,False,False,True
mcc_7393,-3.5070658514651676,3.5070658514651676,negative,0.029984765245250407,risk,False,False,False,True
mcc_5192,-3.5030429609362095,3.5030429609362095,negative,0.03010563363050212,risk,False,False,False,True
"mcc_description_Books, Periodicals, Newspapers",-3.5030429609362095,3.5030429609362095,negative,0.03010563363050212,risk,False,False,False,True
merchant_state_PA,-3.502244440931263,3.502244440931263,negative,0.030129683181963733,geographic,True,False,False,False
mcc_description_Miscellaneous Food Stores,-3.4850337981709836,3.4850337981709836,negative,0.03065272240574491,risk,False,False,False,True
mcc_5499,-3.4850337981709836,3.4850337981709836,negative,0.03065272240574491,risk,False,False,False,True
mcc_description_Automotive Service Shops,-3.3808810748457576,3.3808810748457576,negative,0.03401746959018863,risk,False,False,False,True
mcc_7538,-3.3808810748457576,3.3808810748457576,negative,0.03401746959018863,risk,False,False,False,True
merchant_city_Greenville,3.360544956162479,3.360544956162479,positive,28.804884001868672,geographic,True,False,False,False
mcc_description_Precious Stones and Metals,3.2383327099855985,3.2383327099855985,positive,25.49118509837052,risk,False,False,False,True
mcc_5094,3.2383327099855985,3.2383327099855985,positive,25.49118509837052,risk,False,False,False,True
merchant_city_Wooster,3.18752952981474,3.18752952981474,positive,24.228497665094817,geographic,True,False,False,False
merchant_state_OR,-3.1032051468091493,3.1032051468091493,negative,0.044905044233695394,geographic,True,False,False,False
merchant_state_GA,-3.0443807532528777,3.0443807532528777,negative,0.047625794976584,geographic,True,False,False,False
merchant_state_NC,2.998379556283683,2.998379556283683,positive,20.05301579753476,geographic,True,False,False,False
use_chip_Chip Transaction,-2.9254449252902055,2.9254449252902055,negative,0.053640820445010715,risk,False,False,False,True
merchant_state_ND,-2.9068174687078843,2.9068174687078843,negative,0.05464937675591954,geographic,True,False,False,False
merchant_state_IL,2.888131011295416,2.888131011295416,positive,17.959711715961387,geographic,True,False,False,False
mcc_4899,-2.8793917421742856,2.8793917421742856,negative,0.05616891762932989,risk,False,False,False,True
"mcc_description_Cable, Satellite, and Other Pay Television Services",-2.8793917421742856,2.8793917421742856,negative,0.05616891762932989,risk,False,False,False,True
merchant_state_WI,-2.8454169376983662,2.8454169376983662,negative,0.05811003342469314,geographic,True,False,False,False
"mcc_description_Lighting, Fixtures, Electrical Supplies",2.8109355644042826,2.8109355644042826,positive,16.625465138468574,risk,False,False,False,True
mcc_3640,2.8109355644042826,2.8109355644042826,positive,16.625465138468574,risk,False,False,False,True
merchant_state_TX,2.7959225908389707,2.7959225908389707,positive,16.37773173040931,geographic,True,False,False,False
merchant_state_IN,-2.724708291431579,2.724708291431579,negative,0.06556532589604648,geographic,True,False,False,False
"mcc_description_Betting (including Lottery Tickets, Casinos)",2.607600832837617,2.607600832837617,positive,13.566463562396038,risk,False,False,False,True
mcc_7995,2.607600832837617,2.607600832837617,positive,13.566463562396038,risk,False,False,False,True
mcc_7210,2.5915588235610154,2.5915588235610154,positive,13.350566568864146,risk,False,False,False,True
mcc_description_Laundry Services,2.5915588235610154,2.5915588235610154,positive,13.350566568864146,risk,False,False,False,True
merchant_state_OK,2.5313877964487097,2.5313877964487097,positive,12.570939942392295,geographic,True,False,False,False
merchant_state_KY,-2.515721994104089,2.515721994104089,negative,0.0808045507317066,geographic,True,False,False,False
mcc_4121,-2.506152496718738,2.506152496718738,negative,0.08158152134853514,risk,False,False,False,True
mcc_description_Taxicabs and Limousines,-2.506152496718738,2.506152496718738,negative,0.08158152134853514,risk,False,False,False,True
merchant_state_AR,-2.494301853021296,2.494301853021296,negative,0.08255406614948231,geographic,True,False,False,False
"mcc_description_Package Stores, Beer, Wine, Liquor",2.4877304533965177,2.4877304533965177,positive,12.033933531568202,risk,False,False,False,True
mcc_5921,2.4877304533965177,2.4877304533965177,positive,12.033933531568202,risk,False,False,False,True
mcc_3775,2.4745911681510013,2.4745911681510013,positive,11.876850485650726,risk,False,False,False,True
mcc_description_Railroad Freight,2.4745911681510013,2.4745911681510013,positive,11.876850485650726,risk,False,False,False,True
merchant_city_Cedar Rapids,-2.4451643627659796,2.4451643627659796,negative,0.08671188152571022,geographic,True,False,False,False
merchant_state_MO,2.386030873652172,2.386030873652172,positive,10.870262758457867,geographic,True,False,False,False
merchant_city_Aurora,-2.3332369542815923,2.3332369542815923,negative,0.09698131438111027,geographic,True,False,False,False
merchant_city_Windsor,-2.322072735654389,2.322072735654389,negative,0.09807010139693195,geographic,True,False,False,False
merchant_state_VA,-2.3045245694968783,2.3045245694968783,negative,0.09980624030663968,geographic,True,False,False,False
merchant_city_Colorado Springs,-2.2993897018399956,2.2993897018399956,negative,0.10032005018584805,geographic,True,False,False,False
merchant_state_HI,-2.2726920272101685,2.2726920272101685,negative,0.10303443489970543,geographic,True,False,False,False
merchant_state_NJ,2.2569291610595656,2.2569291610595656,positive,9.553706181679068,geographic,True,False,False,False
merchant_city_Denver,-2.2390333646228275,2.2390333646228275,negative,0.1065614606883753,geographic,True,False,False,False
merchant_city_Houston,-2.208287722713438,2.208287722713438,negative,0.10988864735142125,geographic,True,False,False,False
merchant_state_MA,-2.207839680357039,2.207839680357039,negative,0.10993789315120034,geographic,True,False,False,False
mcc_description_Railroad Passenger Transport,2.1904104757343825,2.1904104757343825,positive,8.938881555715371,risk,False,False,False,True
mcc_3771,2.1904104757343825,2.1904104757343825,positive,8.938881555715371,risk,False,False,False,True
merchant_state_AL,-2.1821779611158076,2.1821779611158076,negative,0.112795598494784,geographic,True,False,False,False
merchant_state_ID,-2.1521491624104194,2.1521491624104194,negative,0.11623408322186962,geographic,True,False,False,False
merchant_city_Tucson,-2.1386358301972015,2.1386358301972015,negative,0.11781545373101478,geographic,True,False,False,False
merchant_state_MD,-2.1258146906049165,2.1258146906049165,negative,0.11933570697386572,geographic,True,False,False,False
mcc_3730,2.1145506531313347,2.1145506531313347,positive,8.285861703473293,risk,False,False,False,True
mcc_description_Ship Chandlers,2.1145506531313347,2.1145506531313347,positive,8.285861703473293,risk,False,False,False,True
mcc_4814,-2.0316557234007075,2.0316557234007075,negative,0.13111824577637932,risk,False,False,False,True
mcc_description_Telecommunication Services,-2.0316557234007075,2.0316557234007075,negative,0.13111824577637932,risk,False,False,False,True
mcc_description_Automotive Body Repair Shops,2.0129794915019747,2.0129794915019747,positive,7.4855873981707495,risk,False,False,False,True
mcc_7531,2.0129794915019747,2.0129794915019747,positive,7.4855873981707495,risk,False,False,False,True
merchant_state_WV,-2.008459908355881,2.008459908355881,negative,0.13419518849135637,geographic,True,False,False,False
merchant_state_KS,-1.9703358070065513,1.9703358070065513,negative,0.13941003348776224,geographic,True,False,False,False
mcc_description_Wholesale Clubs,1.9292502329235017,1.9292502329235017,positive,6.884346649616477,risk,False,False,False,True
mcc_5300,1.9292502329235017,1.9292502329235017,positive,6.884346649616477,risk,False,False,False,True
merchant_city_Davenport,-1.9143307732910293,1.9143307732910293,negative,0.14744047067781865,geographic,True,False,False,False
merchant_city_Cleveland,-1.8507455543388684,1.8507455543388684,negative,0.1571199811514323,geographic,True,False,False,False
merchant_state_MT,-1.8204506571947634,1.8204506571947634,negative,0.16195274931407358,geographic,True,False,False,False
merchant_city_Brighton,-1.8083284622088545,1.8083284622088545,negative,0.16392791963247372,geographic,True,False,False,False
mcc_3596,1.7946746514311431,1.7946746514311431,positive,6.017516612872482,risk,False,False,False,True
mcc_description_Miscellaneous Machinery and Parts Manufacturing,1.7946746514311431,1.7946746514311431,positive,6.017516612872482,risk,False,False,False,True
merchant_city_Burlington,-1.7882105620598603,1.7882105620598603,negative,0.16725920199924138,geographic,True,False,False,False
merchant_city_Westminster,-1.768912192990403,1.768912192990403,negative,0.17051837906073666,geographic,True,False,False,False
merchant_state_MS,1.7588057964127655,1.7588057964127655,positive,5.805500303789293,geographic,True,False,False,False
mcc_description_Drinking Places (Alcoholic Beverages),1.7558169986709395,1.7558169986709395,positive,5.788174741788757,risk,False,False,False,True
mcc_5813,1.7558169986709395,1.7558169986709395,positive,5.788174741788757,risk,False,False,False,True
merchant_city_San Antonio,-1.7548455786211121,1.7548455786211121,negative,0.1729339449281667,geographic,True,False,False,False
mcc_description_Local and Suburban Commuter Transportation,-1.732767691392083,1.732767691392083,negative,0.17679441981799815,risk,False,False,False,True
mcc_4111,-1.732767691392083,1.732767691392083,negative,0.17679441981799815,risk,False,False,False,True
merchant_state_FL,1.7267976134323937,1.7267976134323937,positive,5.62261924651153,geographic,True,False,False,False
merchant_city_Grand Junction,-1.7004811398691726,1.7004811398691726,negative,0.18259564886769467,geographic,True,False,False,False
merchant_city_Boulder,-1.6665883392487844,1.6665883392487844,negative,0.18889039755524153,geographic,True,False,False,False
merchant_city_Columbus,-1.6498129121128335,1.6498129121128335,negative,0.1920858421936518,geographic,True,False,False,False
merchant_city_Louisville,-1.6240473506134083,1.6240473506134083,negative,0.19709935237186568,geographic,True,False,False,False
merchant_city_Le Mars,-1.6228676084084759,1.6228676084084759,negative,0.19733201601099598,geographic,True,False,False,False
mcc_7922,-1.6113334632089873,1.6113334632089873,negative,0.19962124892937325,risk,False,False,False,True
mcc_description_Theatrical Producers,-1.6113334632089873,1.6113334632089873,negative,0.19962124892937325,risk,False,False,False,True
merchant_city_Dallas,-1.6059945668649191,1.6059945668649191,negative,0.20068985613876175,geographic,True,False,False,False
merchant_city_Lafayette,-1.5913152763245793,1.5913152763245793,negative,0.20365756951855588,geographic,True,False,False,False
merchant_state_CT,-1.5705131239120373,1.5705131239120373,negative,0.20793845678323258,geographic,True,False,False,False
merchant_state_NE,-1.5269752645704229,1.5269752645704229,negative,0.21719162196522673,geographic,True,False,False,False
mcc_description_Passenger Railways,1.5111227946519221,1.5111227946519221,positive,4.531816237860953,risk,False,False,False,True
merchant_city_Riverside,-1.509773747673389,1.509773747673389,negative,0.22095996501049317,geographic,True,False,False,False
merchant_city_Tacoma,-1.4851587416141996,1.4851587416141996,negative,0.22646638818294373,geographic,True,False,False,False
mcc_description_Lumber and Building Materials,1.4832004989294245,1.4832004989294245,positive,4.4070278217854355,risk,False,False,False,True
mcc_5211,1.4832004989294245,1.4832004989294245,positive,4.4070278217854355,risk,False,False,False,True
merchant_state_AK,-1.4801094206689318,1.4801094206689318,negative,0.22761278147836567,geographic,True,False,False,False
card_type_Credit,-1.4696054909677136,1.4696054909677136,negative,0.23001621076223563,other,False,False,False,False
mcc_description_Beauty and Barber Shops,-1.446079762113962,1.446079762113962,negative,0.23549166425098536,risk,False,False,False,True
mcc_7230,-1.446079762113962,1.446079762113962,negative,0.23549166425098536,risk,False,False,False,True
merchant_state_OH,1.4423656595327796,1.4423656595327796,positive,4.230692365844521,geographic,True,False,False,False
merchant_city_Las Vegas,-1.4152384023855573,1.4152384023855573,negative,0.24286770630585808,geographic,True,False,False,False
merchant_state_CA,-1.4149684952618369,1.4149684952618369,negative,0.24293326687714628,geographic,True,False,False,False
merchant_city_Marion,-1.4126392060629638,1.4126392060629638,negative,0.24349978825164684,geographic,True,False,False,False
merchant_city_Chicago,-1.4125075099887898,1.4125075099887898,negative,0.2435318583295271,geographic,True,False,False,False
mcc_description_Cosmetic Stores,1.4028112878770755,1.4028112878770755,positive,4.0666163411890235,risk,False,False,False,True
mcc_5977,1.4028112878770755,1.4028112878770755,positive,4.0666163411890235,risk,False,False,False,True
merchant_city_Charleston,-1.3970739902744154,1.3970739902744154,negative,0.24731956571075323,geographic,True,False,False,False
mcc_description_infrequent_sklearn,1.3887766482717876,1.3887766482717876,positive,4.009941482309749,risk,False,False,False,True
mcc_infrequent_sklearn,1.3887766482717876,1.3887766482717876,positive,4.009941482309749,risk,False,False,False,True
mcc_description_Non-Precious Metal Services,1.3784941401240989,1.3784941401240989,positive,3.968920487133134,risk,False,False,False,True
mcc_3389,1.3784941401240989,1.3784941401240989,positive,3.968920487133134,risk,False,False,False,True
merchant_state_UT,1.3583914602118572,1.3583914602118572,positive,3.8899311576512114,geographic,True,False,False,False
mcc_description_Drug Stores and Pharmacies,1.340346322938904,1.340346322938904,positive,3.8203663567905917,risk,False,False,False,True
mcc_5912,1.340346322938904,1.340346322938904,positive,3.8203663567905917,risk,False,False,False,True
"mcc_description_Lodging - Hotels, Motels, Resorts",-1.3385452295188633,1.3385452295188633,negative,0.2622268711434782,risk,False,False,False,True
mcc_7011,-1.3385452295188633,1.3385452295188633,negative,0.2622268711434782,risk,False,False,False,True
merchant_city_Miami,-1.314644307035322,1.314644307035322,negative,0.2685698346525714,geographic,True,False,False,False
merchant_city_Myrtle Beach,-1.2954017755894855,1.2954017755894855,negative,0.2737878409593776,geographic,True,False,False,False
mcc_3722,1.2893306743263848,1.2893306743263848,positive,3.6303558520012382,risk,False,False,False,True
"mcc_description_Doctors, Physicians",1.2777498463502979,1.2777498463502979,positive,3.588555831976322,risk,False,False,False,True
mcc_8011,1.2777498463502979,1.2777498463502979,positive,3.588555831976322,risk,False,False,False,True
merchant_state_ME,-1.2755083153901172,1.2755083153901172,negative,0.27928896525398955,geographic,True,False,False,False
merchant_city_Sumter,-1.2707031093601207,1.2707031093601207,negative,0.2806342358365728,geographic,True,False,False,False
mcc_5661,1.265881517670682,1.265881517670682,positive,3.546217411990887,risk,False,False,False,True
mcc_description_Shoe Stores,1.265881517670682,1.265881517670682,positive,3.546217411990887,risk,False,False,False,True
merchant_city_Ainsworth,-1.2623245597565338,1.2623245597565338,negative,0.28299542154484564,geographic,True,False,False,False
merchant_state_AZ,1.2621961439890577,1.2621961439890577,positive,3.5331723284400494,geographic,True,False,False,False
mcc_5815,-1.2504648866284231,1.2504648866284231,negative,0.2863716355660015,risk,False,False,False,True
"mcc_description_Digital Goods - Media, Books, Apps",-1.2504648866284231,1.2504648866284231,negative,0.2863716355660015,risk,False,False,False,True
mcc_3504,1.231816983282678,1.231816983282678,positive,3.427451504057244,risk,False,False,False,True
mcc_description_Gardening Supplies,1.231816983282678,1.231816983282678,positive,3.427451504057244,risk,False,False,False,True
merchant_city_Urbandale,-1.2280167796687858,1.2280167796687858,negative,0.2928728334609226,geographic,True,False,False,False
merchant_city_Thackerville,-1.2243200118775992,1.2243200118775992,negative,0.2939575200004206,geographic,True,False,False,False
merchant_city_Lubbock,-1.223388911771952,1.223388911771952,negative,0.2942313513407606,geographic,True,False,False,False
merchant_city_Seattle,-1.2204968259508444,1.2204968259508444,negative,0.2950835253463012,geographic,True,False,False,False
merchant_city_Alta,-1.2050318426365245,1.2050318426365245,negative,0.2996824566817718,geographic,True,False,False,False
merchant_city_Mesa,-1.2049895890775404,1.2049895890775404,negative,0.2996951195996565,geographic,True,False,False,False
merchant_state_MN,-1.1996757005433716,1.1996757005433716,negative,0.30129190487149543,geographic,True,False,False,False
merchant_state_TN,1.1918538798742622,1.1918538798742622,positive,3.293180713207162,geographic,True,False,False,False
mcc_9402,-1.166694600023748,1.166694600023748,negative,0.3113945254986364,risk,False,False,False,True
mcc_description_Postal Services - Government Only,-1.166694600023748,1.166694600023748,negative,0.3113945254986364,risk,False,False,False,True
mcc_3006,1.1650147412344407,1.1650147412344407,positive,3.2059701428119665,risk,False,False,False,True
mcc_description_Miscellaneous Fabricated Metal Products,1.1650147412344407,1.1650147412344407,positive,3.2059701428119665,risk,False,False,False,True
mcc_description_Digital Goods - Games,-1.1450769877086988,1.1450769877086988,negative,0.3181994194031847,risk,False,False,False,True
mcc_5816,-1.1450769877086988,1.1450769877086988,negative,0.3181994194031847,risk,False,False,False,True
mcc_description_Sporting Goods Stores,1.1317014993012762,1.1317014993012762,positive,3.1009282411566548,risk,False,False,False,True
mcc_5941,1.1317014993012762,1.1317014993012762,positive,3.1009282411566548,risk,False,False,False,True
merchant_city_Golden,-1.1283664162185725,1.1283664162185725,negative,0.32356138956822905,geographic,True,False,False,False
gender_Male,-1.1234810462908713,1.1234810462908713,negative,0.3251459741399139,other,False,False,False,False
merchant_city_El Paso,-1.122375136085665,1.122375136085665,negative,0.3255057552970548,geographic,True,False,False,False
mcc_7832,1.1201797973330967,1.1201797973330967,positive,3.0654053054469483,risk,False,False,False,True
mcc_description_Motion Picture Theaters,1.1201797973330967,1.1201797973330967,positive,3.0654053054469483,risk,False,False,False,True
merchant_city_Hillsboro,-1.0823575696636094,1.0823575696636094,negative,0.3387958485533997,geographic,True,False,False,False
merchant_city_Iowa City,-1.064034641350519,1.064034641350519,negative,0.345060801464167,geographic,True,False,False,False
merchant_city_Austin,-1.0507012257231194,1.0507012257231194,negative,0.34969244977514174,geographic,True,False,False,False
merchant_city_Tyler,-1.038627993079071,1.038627993079071,negative,0.35393995705293263,geographic,True,False,False,False
merchant_city_West Columbia,-1.0385947343800226,1.0385947343800226,negative,0.35395172883120135,geographic,True,False,False,False
merchant_city_Fairfield,-1.0345958271082536,1.0345958271082536,negative,0.3553699828165956,geographic,True,False,False,False
merchant_state_MI,1.0305339707647694,1.0305339707647694,positive,2.802561921362725,geographic,True,False,False,False
merchant_city_Grand Prairie,-1.0282943971152665,1.0282943971152665,negative,0.3576163922474378,geographic,True,False,False,False
mcc_4722,-1.022931531430147,1.022931531430147,negative,0.35953939271362256,risk,False,False,False,True
mcc_description_Travel Agencies,-1.022931531430147,1.022931531430147,negative,0.35953939271362256,risk,False,False,False,True
has_chip_YES,-1.001998612968125,1.001998612968125,negative,0.367144926799084,other,False,False,False,False
merchant_city_Monroe,-0.9682703697585688,0.9682703697585688,negative,0.3797392789535241,geographic,True,False,False,False
merchant_city_Albuquerque,-0.9641314117435459,0.9641314117435459,negative,0.3813142610296976,geographic,True,False,False,False
merchant_city_Lincoln,-0.9636397861368832,0.9636397861368832,negative,0.38150177097317367,geographic,True,False,False,False
mcc_5651,-0.9631520708566251,0.9631520708566251,negative,0.38168788059688735,risk,False,False,False,True
mcc_description_Family Clothing Stores,-0.9631520708566251,0.9631520708566251,negative,0.38168788059688735,risk,False,False,False,True
merchant_state_SD,-0.9581892072079884,0.9581892072079884,negative,0.3835868537794723,geographic,True,False,False,False
mcc_3001,-0.9407363690279255,0.9407363690279255,negative,0.39034029500001766,risk,False,False,False,True
mcc_description_Steel Products Manufacturing,-0.9407363690279255,0.9407363690279255,negative,0.39034029500001766,risk,False,False,False,True
mcc_description_Motor Freight Carriers and Trucking,0.9167239121857897,0.9167239121857897,positive,2.5010831853694366,risk,False,False,False,True
mcc_4214,0.9167239121857897,0.9167239121857897,positive,2.5010831853694366,risk,False,False,False,True
merchant_city_Durham,-0.9078474618420944,0.9078474618420944,negative,0.40339160598681345,geographic,True,False,False,False
merchant_city_Canton,-0.9002118161844023,0.9002118161844023,negative,0.40648355082653187,geographic,True,False,False,False
merchant_city_Summerville,-0.8765806442932462,0.8765806442932462,negative,0.4162036295833846,geographic,True,False,False,False
has_chip_NO,-0.8752045926320791,0.8752045926320791,negative,0.41677674150462907,other,False,False,False,False
merchant_city_Los Angeles,-0.8743129366133303,0.8743129366133303,negative,0.41714852872318925,geographic,True,False,False,False
mcc_3684,0.8727722290791663,0.8727722290791663,positive,2.3935370976914805,risk,False,False,False,True
mcc_description_Semiconductors and Related Devices,0.8727722290791663,0.8727722290791663,positive,2.3935370976914805,risk,False,False,False,True
merchant_city_Bennett,-0.8655764519736106,0.8655764519736106,negative,0.4208089065724352,geographic,True,False,False,False
merchant_city_Columbia,-0.8553027256511236,0.8553027256511236,negative,0.425154466436451,geographic,True,False,False,False
merchant_city_Corpus Christi,-0.8483856774830076,0.8483856774830076,negative,0.4281054747268831,geographic,True,False,False,False
mcc_7801,-0.8345150677841685,0.8345150677841685,negative,0.4340849321697119,risk,False,False,False,True
"mcc_description_Athletic Fields, Commercial Sports",-0.8345150677841685,0.8345150677841685,negative,0.4340849321697119,risk,False,False,False,True
merchant_city_Littleton,-0.8222620132573565,0.8222620132573565,negative,0.43943651819463,geographic,True,False,False,False
mcc_description_Towing Services,0.8168741950894884,0.8168741950894884,positive,2.2634137785794866,risk,False,False,False,True
mcc_7549,0.8168741950894884,0.8168741950894884,positive,2.2634137785794866,risk,False,False,False,True
card_brand_Visa,-0.8121244000886155,0.8121244000886155,negative,0.44391401283623366,other,False,False,False,False
merchant_city_Ankeny,-0.8110796497397293,0.8110796497397293,negative,0.44437803450721436,geographic,True,False,False,False
mcc_4131,0.810979685333745,0.810979685333745,positive,2.2501113082673245,risk,False,False,False,True
mcc_description_Bus Lines,0.810979685333745,0.810979685333745,positive,2.2501113082673245,risk,False,False,False,True
merchant_city_Charlotte,-0.8054675279802952,0.8054675279802952,negative,0.4468789492992025,geographic,True,False,False,False
merchant_city_Defiance,-0.8042073864141603,0.8042073864141603,negative,0.44744243499955566,geographic,True,False,False,False
merchant_city_Phoenix,-0.8000320849616984,0.8000320849616984,negative,0.4493145476458951,geographic,True,False,False,False
merchant_city_Atlantic City,-0.7960480497427534,0.7960480497427534,negative,0.4511082032491596,geographic,True,False,False,False
merchant_city_Lehigh,-0.7946746219719631,0.7946746219719631,negative,0.4517281934415498,geographic,True,False,False,False
merchant_city_Cedar Park,-0.793921826071483,0.793921826071483,negative,0.45206838060338894,geographic,True,False,False,False
merchant_city_Orlando,-0.7937474638749045,0.7937474638749045,negative,0.4521472111115652,geographic,True,False,False,False
merchant_state_VT,-0.7844982241448986,0.7844982241448986,negative,0.45634862906931983,geographic,True,False,False,False
merchant_city_Ames,-0.7706580679953596,0.7706580679953596,negative,0.4627084744622631,geographic,True,False,False,False
merchant_state_NH,-0.7685748766853499,0.7685748766853499,negative,0.46367338943762426,geographic,True,False,False,False
merchant_city_Round Rock,-0.7676816945154562,0.7676816945154562,negative,0.46408771925017944,geographic,True,False,False,False
merchant_city_Vancouver,-0.7675175756056116,0.7675175756056116,negative,0.46416389107118217,geographic,True,False,False,False
mcc_4411,0.7664259950904805,0.7664259950904805,positive,2.1520610160710922,risk,False,False,False,True
mcc_description_Cruise Lines,0.7664259950904805,0.7664259950904805,positive,2.1520610160710922,risk,False,False,False,True
